station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_ebikes_available,n_classic,n_electric,n_all_bikes,is_no_classic,is_no_docks,is_problem_station,station_id_len,name,lat,lon,capacity,short_name,is_public_rack
a3aae35a-a135-11e9-9cda-0a87ae2ba916,7,3,4,1,6,1,10,False,False,False,36,Calumet Ave & 35th St,41.831379,-87.618034,15,13345,False
a3acdae2-a135-11e9-9cda-0a87ae2ba916,5,0,6,1,4,1,5,False,False,False,36,Wentworth Ave & 63rd St,41.78007963264,-87.6297463052,11,KA1503000025,False
a3b3915a-a135-11e9-9cda-0a87ae2ba916,10,0,6,1,9,1,10,False,False,False,36,Malcolm X College,41.877618,-87.673895,19,631,False
a3a80512-a135-11e9-9cda-0a87ae2ba916,4,1,14,0,4,0,5,False,False,False,36,Damen Ave & Cortland St,41.915983,-87.677335,19,13133,False
a3b2905a-a135-11e9-9cda-0a87ae2ba916,2,0,9,0,2,0,2,False,False,False,36,Exchange Ave & 79th St,41.752029,-87.552096,11,580,False
a3acb1de-a135-11e9-9cda-0a87ae2ba916,7,0,4,0,7,0,7,False,False,False,36,California Ave & Lake St,41.88445395657,-87.6962981368,11,15666,False
a3ad2d57-a135-11e9-9cda-0a87ae2ba916,5,0,6,2,3,2,5,False,False,False,36,State St & Pershing Rd,41.82301523798,-87.6265680185,11,15449,False
a3a9c5f7-a135-11e9-9cda-0a87ae2ba916,5,0,2,0,5,0,5,False,False,False,36,Western Ave & 24th St,41.84847,-87.685109,7,TA1309000003,False
a3b419d9-a135-11e9-9cda-0a87ae2ba916,4,2,8,0,4,0,6,False,False,False,36,Wood St & Chicago Ave,41.895634,-87.672069,15,637,False
a3ac1607-a135-11e9-9cda-0a87ae2ba916,9,1,5,1,8,1,10,False,False,False,36,Ada St & Washington Blvd,41.88283,-87.661206,15,13353,False
1871992980799203880,3,0,11,2,1,2,3,False,False,False,19,Mozart St & 79th St,41.749702,-87.693917,15,23129,False
94788869-1849-43f6-99e1-2eacbc3fab03,13,1,0,4,9,4,14,False,True,True,36,Morgan St & Lake St*,41.88549170626906,-87.65228927135468,20,chargingstx4,False
a3a72012-a135-11e9-9cda-0a87ae2ba916,0,1,10,0,0,0,1,True,False,True,36,Rush St & Cedar St,41.90230870122,-87.627690528,11,KA1504000133,False
732c9f35-0c82-4128-acc3-2cf447298b1d,10,1,4,0,10,0,11,False,False,False,36,Major Taylor Trail & 124th St,41.66869635332246,-87.63711333274841,15,20208,False
a3b24701-a135-11e9-9cda-0a87ae2ba916,5,1,5,4,1,4,6,False,False,False,36,Damen Ave & 74th St,41.759274039331224,-87.67363429069519,11,16951,False
a3a62566-a135-11e9-9cda-0a87ae2ba916,11,0,8,2,9,2,11,False,False,False,36,Mies van der Rohe Way & Chestnut St,41.8985866514,-87.6219152258,19,15529,False
a3a8999a-a135-11e9-9cda-0a87ae2ba916,9,1,21,3,6,3,10,False,False,False,36,Montrose Harbor,41.963982,-87.638181,31,TA1308000012,False
a3b4399a-a135-11e9-9cda-0a87ae2ba916,3,1,11,0,3,0,4,False,False,False,36,Smith Park,41.892048,-87.689397,15,643,False
a3a52df5-a135-11e9-9cda-0a87ae2ba916,1,1,21,1,0,1,2,True,False,True,36,Desplaines St & Randolph St,41.883703,-87.644238,23,15535,False
a3b1fa1c-a135-11e9-9cda-0a87ae2ba916,8,1,2,0,8,0,9,False,False,False,36,Hoyne Ave & 47th St,41.808227,-87.67718,11,KA1504000091,False
a3a3f0c6-a135-11e9-9cda-0a87ae2ba916,1,0,13,0,1,0,1,False,False,False,36,Larrabee St & Menomonee St,41.91468,-87.64332,15,TA1306000007,False
a3ad4d1b-a135-11e9-9cda-0a87ae2ba916,10,0,5,1,9,1,10,False,False,False,36,Woodlawn Ave & Lake Park Ave,41.81409271048,-87.5970051479,15,KA1503000065,False
a3af52bc-a135-11e9-9cda-0a87ae2ba916,10,0,13,1,9,1,10,False,False,False,36,Marine Dr & Ainslie St,41.9716,-87.650154,23,KA1504000171,False
a3a41004-a135-11e9-9cda-0a87ae2ba916,7,0,8,1,6,1,7,False,False,False,36,Cannon Dr & Fullerton Ave,41.9267559875,-87.6344287848,15,13124,False
a3a82c6c-a135-11e9-9cda-0a87ae2ba916,19,0,3,2,17,2,19,False,False,False,36,Southport Ave & Waveland Ave,41.94815,-87.66394,23,13235,False
a3ac7e9a-a135-11e9-9cda-0a87ae2ba916,9,0,6,2,7,2,9,False,False,False,36,Racine Ave & 35th St,41.83068856472101,-87.65621066093445,15,15446,False
a21de1a5-f5bc-4b50-8a13-aa28b7dcfa95,6,1,8,0,6,0,7,False,False,False,36,Halsted St & 96th St,41.719712183618824,-87.6430195569992,15,20105,False
a3b2be3a-a135-11e9-9cda-0a87ae2ba916,9,0,2,1,8,1,9,False,False,False,36,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,11,16991,False
a3a3a282-a135-11e9-9cda-0a87ae2ba916,25,4,6,2,23,2,29,False,False,False,36,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,35,TA1306000014,False
a3b22d3d-a135-11e9-9cda-0a87ae2ba916,3,0,8,0,3,0,3,False,False,False,36,Damen Ave & 59th St,41.785861065132,-87.67414391040802,11,561,False
a3b477ac-a135-11e9-9cda-0a87ae2ba916,8,0,7,3,5,3,8,False,False,False,36,Hoyne Ave & Balmoral Ave,41.979851,-87.681932,15,655,False
a3a528d0-a135-11e9-9cda-0a87ae2ba916,9,0,2,1,8,1,9,False,False,False,36,Stony Island Ave & 64th St,41.778881,-87.586647,11,KA1503000021,False
a3ad13e4-a135-11e9-9cda-0a87ae2ba916,3,0,5,2,1,2,3,False,False,False,36,Shields Ave & 28th Pl,41.842733,-87.635491,11,15443,False
1869054242749504212,10,0,5,4,6,4,10,False,False,False,19,Kilbourn Ave & Roscoe St,41.942722,-87.739557,15,21360,False
a3ad8072-a135-11e9-9cda-0a87ae2ba916,18,2,11,7,11,7,20,False,False,False,36,University Ave & 57th St,41.791478,-87.599861,31,KA1503000071,False
a3a9c0f6-a135-11e9-9cda-0a87ae2ba916,0,2,7,0,0,0,2,True,False,True,36,Morgan St & 31st St,41.8378,-87.65114,11,TA1308000046,False
a3a497b6-a135-11e9-9cda-0a87ae2ba916,10,1,8,2,8,2,11,False,False,False,36,Dayton St & North Ave,41.9105780349,-87.6494219288,19,13058,False
a3aaa68b-a135-11e9-9cda-0a87ae2ba916,9,0,10,1,8,1,9,False,False,False,36,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,19,TA1309000041,False
a3aabad8-a135-11e9-9cda-0a87ae2ba916,9,0,10,1,8,1,9,False,False,False,36,Sheffield Ave & Webster Ave,41.92154,-87.653818,19,TA1309000033,False
a3ab86b6-a135-11e9-9cda-0a87ae2ba916,19,0,1,7,12,7,19,False,False,False,36,Wolcott Ave & Polk St,41.871262,-87.673688,23,TA1309000064,False
a3ac9d43-a135-11e9-9cda-0a87ae2ba916,15,0,8,7,8,7,15,False,False,False,36,Western Ave & Walton St,41.89841768945,-87.6865960164,23,KA1504000103,False
ff21c158-de98-46c6-9ef7-7082bdb7c634,12,1,2,10,2,10,13,False,False,False,36,Hegewisch Metra Station,41.64850076266409,-87.54608988761902,15,20215,False
a3af2c5f-a135-11e9-9cda-0a87ae2ba916,14,1,4,3,11,3,15,False,False,False,36,Broadway & Thorndale Ave,41.98974251144,-87.6601406209,19,15575,False
a3a965b2-a135-11e9-9cda-0a87ae2ba916,9,0,6,3,6,2,9,False,False,False,36,Hermitage Ave & Polk St,41.871514,-87.669886,15,13080,False
a3b2d7d9-a135-11e9-9cda-0a87ae2ba916,7,2,2,0,7,0,9,False,False,False,36,Western Blvd & 48th Pl,41.805661,-87.683392,11,594,False
a3a565b1-a135-11e9-9cda-0a87ae2ba916,3,2,9,1,2,1,5,False,False,False,36,Halsted St & Polk St,41.87184,-87.64664,19,TA1307000121,False
a3b01a86-a135-11e9-9cda-0a87ae2ba916,8,0,7,3,5,3,8,False,False,False,36,Campbell Ave & Fullerton Ave,41.92463247165,-87.6893070063,15,15648,False
a3b20960-a135-11e9-9cda-0a87ae2ba916,4,0,3,4,0,4,4,True,False,True,36,Damen Ave & 51st St,41.800908,-87.674684,7,554,False
a3b00b3a-a135-11e9-9cda-0a87ae2ba916,9,1,5,2,7,2,10,False,False,False,36,Richmond St & Diversey Ave,41.93190196886,-87.7011951301,15,15645,False
a3b1c47b-a135-11e9-9cda-0a87ae2ba916,3,0,7,0,3,0,3,False,False,False,36,Central Ave & Harrison St,41.872993,-87.764499,11,16915,False
a3a859c4-a135-11e9-9cda-0a87ae2ba916,6,1,12,1,5,1,7,False,False,False,36,MLK Jr Dr & 29th St,41.842052,-87.617,19,TA1307000139,False
a3a99d47-a135-11e9-9cda-0a87ae2ba916,6,0,16,0,6,0,6,False,False,False,36,Michigan Ave & 18th St,41.857813,-87.62455,23,13150,False
a3b1d532-a135-11e9-9cda-0a87ae2ba916,0,0,11,0,0,0,0,True,False,True,36,Austin Blvd & Madison St,41.880281,-87.774453,11,16918,False
a3ac7444-a135-11e9-9cda-0a87ae2ba916,4,3,8,1,3,1,7,False,False,False,36,Halsted St & North Branch St,41.89939028549696,-87.64854490756989,15,KA1504000117,False
a3aa8ca0-a135-11e9-9cda-0a87ae2ba916,3,1,11,1,2,1,4,False,False,False,36,Southport Ave & Irving Park Rd,41.954177,-87.664358,15,TA1309000043,False
a3a5de24-a135-11e9-9cda-0a87ae2ba916,9,0,6,0,9,0,9,False,False,False,36,Lincoln Ave & Melrose St,41.9406,-87.669435,15,TA1309000042,False
a3ad95a7-a135-11e9-9cda-0a87ae2ba916,14,1,0,4,10,4,15,False,True,True,36,Cottage Grove Ave & 63rd St,41.78053094070882,-87.6059702038765,15,KA1503000054,False
1850866657089146912,3,1,15,0,3,0,4,False,False,False,19,Blackstone Ave & 59th St,41.787877,-87.590461,19,22004,False
a3b47cbc-a135-11e9-9cda-0a87ae2ba916,6,1,8,2,4,2,7,False,False,False,36,Damen Ave & Walnut (Lake) St,41.885951,-87.677009,15,KA17018054,False
1850868044363584392,12,0,3,2,10,2,12,False,False,False,19,University Ave & 59th St,41.787878,-87.598906,15,22003,False
a3b23cb8-a135-11e9-9cda-0a87ae2ba916,4,0,7,1,3,1,4,False,False,False,36,Racine Ave & 65th St,41.775393,-87.654308,11,564,False
a3afbe2e-a135-11e9-9cda-0a87ae2ba916,6,1,8,3,3,3,7,False,False,False,36,Oakley Ave & Irving Park Rd,41.95434085219,-87.6860796243,15,KA1504000158,False
a3b148bf-a135-11e9-9cda-0a87ae2ba916,5,0,6,0,5,0,5,False,False,False,36,Laramie Ave & Madison St,41.880207,-87.755337,11,540,False
a3b3634c-a135-11e9-9cda-0a87ae2ba916,11,1,3,3,8,3,12,False,False,False,36,Aberdeen St & Randolph St,41.884114,-87.654264,15,18062,False
1862806445904101456,30,1,8,0,30,0,31,False,False,False,19,Buckingham Fountain,41.876665,-87.620483,39,15541.1.1,False
a3a75d8a-a135-11e9-9cda-0a87ae2ba916,7,5,5,5,2,5,12,False,False,False,36,State St & 35th St,41.8310363140161,-87.62679755687714,19,TA1307000129,False
a3b0fae6-a135-11e9-9cda-0a87ae2ba916,3,1,11,0,3,0,4,False,False,False,36,Glenwood Ave & Touhy Ave,42.012701,-87.666058,15,525,False
a3a97a01-a135-11e9-9cda-0a87ae2ba916,5,0,6,2,3,2,5,False,False,False,36,Cottage Grove Ave & Oakwood Blvd,41.822985,-87.6071,15,TA1308000038,False
a3a854bf-a135-11e9-9cda-0a87ae2ba916,11,0,4,1,10,1,11,False,False,False,36,Sedgwick St & Schiller St,41.907626,-87.638566,15,TA1307000143,False
a3a62fc9-a135-11e9-9cda-0a87ae2ba916,2,0,11,1,1,1,2,False,False,False,36,Indiana Ave & 26th St,41.845687,-87.622481,15,TA1307000005,False
a3ac3b03-a135-11e9-9cda-0a87ae2ba916,9,0,6,0,9,0,9,False,False,False,36,Clark St & Touhy Ave,42.01256011541,-87.6743671152,15,RP-007,False
a3b13836-a135-11e9-9cda-0a87ae2ba916,7,0,4,0,7,0,7,False,False,False,36,Kenton Ave & Madison St,41.880708,-87.741018,11,537,False
a3afd7ab-a135-11e9-9cda-0a87ae2ba916,14,0,1,4,10,4,14,False,False,False,36,Talman Ave & Addison St,41.9466358306,-87.694614758,15,15632,False
a3b2862e-a135-11e9-9cda-0a87ae2ba916,4,1,6,0,4,0,5,False,False,False,36,Bennett Ave & 79th St,41.751785,-87.578496,11,16970,False
90011328-f7bd-4b7b-8f95-8204a0b50f27,0,0,11,0,0,0,0,True,False,True,36,Wells St & Institute Pl,41.89737986072316,-87.63442039489746,11,22001,False
a3b48c07-a135-11e9-9cda-0a87ae2ba916,9,0,10,0,9,0,9,False,False,False,36,Leavitt St & Chicago Ave,41.895501,-87.682017,19,18058,False
a3a48d5c-a135-11e9-9cda-0a87ae2ba916,2,1,20,1,1,1,3,False,False,False,36,Elston Ave & Cortland St,41.91643342912655,-87.66674637794495,23,TA1305000039,False
a3ae87fa-a135-11e9-9cda-0a87ae2ba916,22,1,0,1,21,1,23,False,True,True,36,Sheridan Rd & Loyola Ave,42.00104377979,-87.6611982433,23,RP-009,False
a3a3b202-a135-11e9-9cda-0a87ae2ba916,8,0,5,0,8,0,8,False,False,False,36,Paulina Ave & North Ave,41.90985465216731,-87.66993016004562,15,TA1305000037,False
a3a4ac3f-a135-11e9-9cda-0a87ae2ba916,24,3,0,9,15,9,27,False,True,True,36,Sheffield Ave & Fullerton Ave,41.9256018819,-87.6537080423,27,TA1306000016,False
a3b10a40-a135-11e9-9cda-0a87ae2ba916,9,0,2,2,7,2,9,False,False,False,36,Pulaski Rd & Lake St,41.885409,-87.726491,11,528,False
a3a614ad-a135-11e9-9cda-0a87ae2ba916,13,1,16,4,9,4,14,False,False,False,36,McClurg Ct & Erie St,41.894503,-87.617854,31,KA1503000041,False
a3b13e66-a135-11e9-9cda-0a87ae2ba916,3,0,8,0,3,0,3,False,False,False,36,Cicero Ave & Flournoy St,41.872131,-87.746619,11,16912,False
a3aa0bb7-a135-11e9-9cda-0a87ae2ba916,8,0,7,5,3,5,8,False,False,False,36,Broadway & Berwyn Ave,41.978116,-87.660134,15,13109,False
a3b23785-a135-11e9-9cda-0a87ae2ba916,5,0,6,0,5,0,5,False,False,False,36,Ashland Ave & 63rd St,41.779374,-87.664843,11,16948,False
a3ab9119-a135-11e9-9cda-0a87ae2ba916,31,6,10,12,19,12,37,False,False,False,36,Ravenswood Ave & Lawrence Ave,41.968445,-87.674226,47,TA1309000066,False
a3a62aad-a135-11e9-9cda-0a87ae2ba916,12,0,6,1,11,1,12,False,False,False,36,Loomis St & Jackson Blvd,41.877945,-87.662007,19,13206,False
a3a8855c-a135-11e9-9cda-0a87ae2ba916,14,0,9,1,13,1,14,False,False,False,36,Clarendon Ave & Junior Ter,41.961004,-87.649603,23,13389,False
a3a795d7-a135-11e9-9cda-0a87ae2ba916,3,2,13,0,3,0,5,False,False,False,36,Michigan Ave & Madison St,41.882134,-87.625125,19,13036,False
a60781db-2bec-4a15-a4a2-363297aefcec,5,1,9,0,5,0,6,False,False,False,36,Halsted St & 73rd St,41.76160543804394,-87.64416097666071,15,20244,False
a3b11480-a135-11e9-9cda-0a87ae2ba916,6,0,5,1,5,1,6,False,False,False,36,Laramie Ave & Kinzie St,41.887832,-87.755527,11,530,False
a3a6c38e-a135-11e9-9cda-0a87ae2ba916,7,4,8,1,6,1,11,False,False,False,36,Southport Ave & Wellington Ave,41.93577461766458,-87.66360014677048,19,TA1307000006,False
a3b222fc-a135-11e9-9cda-0a87ae2ba916,5,1,4,1,4,1,6,False,False,False,36,Racine Ave & Garfield Blvd,41.794228,-87.655073,11,559,False
a3a3b731-a135-11e9-9cda-0a87ae2ba916,2,0,17,0,2,0,2,False,False,False,36,Honore St & Division St,41.903119,-87.673935,23,TA1305000034,False
a3b481e1-a135-11e9-9cda-0a87ae2ba916,4,0,11,0,4,0,4,False,False,False,36,Wood St & Augusta Blvd,41.899181,-87.6722,15,657,False
a3a79adb-a135-11e9-9cda-0a87ae2ba916,3,0,23,3,0,3,3,True,False,True,36,Green St & Madison St,41.881859328038225,-87.64926373958588,27,TA1307000120,False
a3a6e359-a135-11e9-9cda-0a87ae2ba916,7,0,7,0,7,0,7,False,False,False,36,Campbell Ave & North Ave,41.910535,-87.689556,15,13257,False
a3b38728-a135-11e9-9cda-0a87ae2ba916,8,0,15,1,7,1,8,False,False,False,36,Walsh Park,41.91461,-87.667968,23,18067,False
a3a46896-a135-11e9-9cda-0a87ae2ba916,31,1,1,12,19,12,32,False,False,False,36,Clark St & Randolph St,41.884576228,-87.63188991,43,TA1305000030,False
a3ab8bee-a135-11e9-9cda-0a87ae2ba916,3,1,11,0,3,0,4,False,False,False,36,Racine Ave & Wrightwood Ave,41.928887,-87.658971,15,TA1309000059,False
14d6e4b0-d0cc-4ccb-b757-e596d8c24a99,8,0,6,5,3,5,8,False,False,False,36,Torrence Ave & 106th St,41.702800850225906,-87.55972623825073,15,20221,False
a3a3bc53-a135-11e9-9cda-0a87ae2ba916,9,3,1,7,2,7,12,False,False,False,36,Wacker Dr & Washington St,41.88314336439022,-87.63724207878113,15,KA1503000072,False
a3b2b92c-a135-11e9-9cda-0a87ae2ba916,1,0,10,0,1,0,1,False,False,False,36,South Chicago Ave & 83rd St,41.743921,-87.575225,11,588,False
a3b2e20c-a135-11e9-9cda-0a87ae2ba916,0,2,13,0,0,0,2,True,False,True,36,Benson Ave & Church St,42.048214,-87.683485,15,596,False
1861588043429399408,9,0,2,5,4,5,9,False,False,False,19,McCormick Blvd & Devon Ave,41.997136,-87.711217,11,23101,False
61695579-2f75-4090-a071-c76079b5fb5d,6,0,1,0,6,0,6,False,False,False,36,Michigan Ave & 71st St,41.765286,-87.621748,7,651,False
a3a9a778-a135-11e9-9cda-0a87ae2ba916,4,1,8,1,3,1,5,False,False,False,36,Ashland Ave & 13th St,41.865234,-87.666507,15,13354,False
1872721624592814362,11,0,4,3,8,3,11,False,False,False,19,Lockwood Ave & Wrightwood Ave,41.927766,-87.758544,15,21312,False
a3a4f46b-a135-11e9-9cda-0a87ae2ba916,14,2,6,7,7,7,16,False,False,False,36,Michigan Ave & Oak St,41.90096039,-87.62377664,23,13042,False
a3aff616-a135-11e9-9cda-0a87ae2ba916,5,0,10,2,3,2,5,False,False,False,36,Kimball Ave & Belmont Ave,41.93939395344302,-87.71206766366959,15,KA150400009X,False
1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,6,3,6,0,6,0,9,False,False,False,36,Yates Blvd & 93rd St,41.726166390245105,-87.5662761926651,15,20237,False
a3a5a48b-a135-11e9-9cda-0a87ae2ba916,12,0,7,8,4,8,12,False,False,False,36,Wentworth Ave & Cermak Rd,41.85308455741279,-87.63193130493164,19,13075,False
a3a6f7a5-a135-11e9-9cda-0a87ae2ba916,23,0,1,17,6,17,23,False,False,False,36,Franklin St & Lake St,41.885837,-87.6355,27,TA1307000111,False
a3a866a5-a135-11e9-9cda-0a87ae2ba916,11,2,6,0,11,0,13,False,False,False,36,Western Ave & Leland Ave,41.966399801840986,-87.68870428204536,19,TA1307000140,False
a3a64639-a135-11e9-9cda-0a87ae2ba916,0,0,15,0,0,0,0,True,False,True,36,Lincoln Ave & Diversey Pkwy,41.932225,-87.658617,15,TA1307000064,False
a3a4f993-a135-11e9-9cda-0a87ae2ba916,3,0,15,0,3,0,3,False,False,False,36,Eckhart Park,41.89637337,-87.66098386,19,13289,False
c3f1be96-07c2-4c65-8a1d-f2203de88495,8,0,7,0,8,0,8,False,False,False,36,Halsted St & 78th St,41.75248701249013,-87.6439021574879,15,20233,False
a3aa7373-a135-11e9-9cda-0a87ae2ba916,11,1,3,0,11,0,12,False,False,False,36,Ravenswood Ave & Berteau Ave,41.957921,-87.673567,15,TA1309000018,False
8995498f-1209-4b06-9317-01cd695b3b61,1,0,9,0,1,0,1,False,False,False,36,Franklin St & Illinois St,41.89102331025185,-87.63547986745834,11,RN-,False
a3a7d279-a135-11e9-9cda-0a87ae2ba916,3,0,7,2,1,2,3,False,False,False,36,Normal Ave & Archer Ave,41.849527,-87.640591,11,TA1308000014,False
a3af624c-a135-11e9-9cda-0a87ae2ba916,5,0,6,2,3,2,5,False,False,False,36,Budlong Woods Library,41.98366470886,-87.6964225611,11,15585,False
