station_id,is_installed,is_returning,num_docks_available,is_renting,num_ebikes_available,num_docks_disabled,num_bikes_disabled,num_bikes_available,num_scooters_available,num_scooters_unavailable,timestamp,n_classic,n_electric,n_scooters
e63300bd-4ca3-4255-adfd-522289d68b8a,1,1,8,1,0,0,2,5,0.0,0.0,06/29/2024 12:08 AM,5,0,0
a3a528d0-a135-11e9-9cda-0a87ae2ba916,1,1,1,1,1,0,4,6,0.0,0.0,06/29/2024 12:08 AM,5,1,0
a3b01a86-a135-11e9-9cda-0a87ae2ba916,1,1,8,1,2,0,0,7,0.0,0.0,06/29/2024 12:08 AM,5,2,0
a3ac3b03-a135-11e9-9cda-0a87ae2ba916,1,1,8,1,2,0,4,3,0.0,0.0,06/29/2024 12:08 AM,1,2,0
a3b481e1-a135-11e9-9cda-0a87ae2ba916,1,1,5,1,1,0,2,8,0.0,0.0,06/29/2024 12:08 AM,7,1,0
a3ac9d43-a135-11e9-9cda-0a87ae2ba916,1,1,10,1,3,0,0,13,0.0,0.0,06/29/2024 12:08 AM,10,3,0
a3b2d2b7-a135-11e9-9cda-0a87ae2ba916,1,1,3,1,0,0,0,8,0.0,0.0,06/29/2024 12:08 AM,8,0,0
a3a3ace6-a135-11e9-9cda-0a87ae2ba916,1,1,7,1,1,0,0,7,1.0,0.0,06/29/2024 12:08 AM,6,1,1
a3b0fae6-a135-11e9-9cda-0a87ae2ba916,1,1,0,1,10,0,1,13,1.0,0.0,06/29/2024 12:08 AM,3,10,0
da9e6779-5056-4d45-bae3-9dc325ed2807,1,1,2,1,1,0,1,8,0.0,0.0,06/29/2024 12:08 AM,7,1,0
1958859639339458778,1,1,12,1,1,0,0,3,0.0,0.0,06/29/2024 12:08 AM,2,1,0
a3a5700b-a135-11e9-9cda-0a87ae2ba916,1,1,13,1,5,0,7,7,0.0,0.0,06/29/2024 12:08 AM,2,5,0
1938034236347042306,1,1,4,1,0,0,6,5,0.0,0.0,06/29/2024 12:08 AM,5,0,0
a3aaa68b-a135-11e9-9cda-0a87ae2ba916,1,1,2,1,7,0,4,13,0.0,0.0,06/29/2024 12:09 AM,6,7,0
a3ad7636-a135-11e9-9cda-0a87ae2ba916,1,1,3,1,1,0,2,6,0.0,0.0,06/29/2024 12:09 AM,5,1,0
a3a7f0ba-a135-11e9-9cda-0a87ae2ba916,1,1,8,1,0,0,1,6,0.0,0.0,06/29/2024 12:09 AM,6,0,0
1871993715238611622,1,1,11,1,0,0,1,3,0.0,0.0,06/29/2024 12:09 AM,3,0,0
a3b11480-a135-11e9-9cda-0a87ae2ba916,1,1,5,1,1,0,0,6,0.0,0.0,06/29/2024 12:09 AM,5,1,0
a3a72012-a135-11e9-9cda-0a87ae2ba916,1,1,0,1,0,0,5,5,1.0,0.0,06/29/2024 12:09 AM,5,0,1
a3a62fc9-a135-11e9-9cda-0a87ae2ba916,1,1,4,1,2,0,6,3,2.0,0.0,06/29/2024 12:09 AM,1,2,2
1943245395846580390,1,1,10,1,0,0,0,5,0.0,0.0,06/29/2024 12:09 AM,5,0,0
a3afd7ab-a135-11e9-9cda-0a87ae2ba916,1,1,7,1,2,0,1,7,0.0,0.0,06/29/2024 12:09 AM,5,2,0
a3ac7444-a135-11e9-9cda-0a87ae2ba916,1,1,10,1,0,0,0,5,0.0,0.0,06/29/2024 12:09 AM,5,0,0
a3a52df5-a135-11e9-9cda-0a87ae2ba916,1,1,11,1,1,0,1,10,0.0,0.0,06/29/2024 12:09 AM,9,1,0
a3a62566-a135-11e9-9cda-0a87ae2ba916,1,1,13,1,1,0,3,3,0.0,0.0,06/29/2024 12:09 AM,2,1,0
a3a3a282-a135-11e9-9cda-0a87ae2ba916,1,1,3,1,1,0,0,30,1.0,0.0,06/29/2024 12:09 AM,29,1,0
1955905507044284968,1,1,6,1,9,0,0,9,0.0,0.0,06/29/2024 12:09 AM,0,9,0
a3afd294-a135-11e9-9cda-0a87ae2ba916,1,1,9,1,5,0,0,6,0.0,0.0,06/29/2024 12:09 AM,1,5,0
a3a83ba1-a135-11e9-9cda-0a87ae2ba916,1,1,18,1,0,0,0,1,0.0,0.0,06/29/2024 12:09 AM,1,0,0
1879436840905128284,1,1,9,1,1,0,3,3,0.0,0.0,06/29/2024 12:09 AM,2,1,0
1929905600854819414,1,1,1,1,7,0,3,9,2.0,0.0,06/29/2024 12:09 AM,2,7,0
a3ac1607-a135-11e9-9cda-0a87ae2ba916,1,1,2,1,2,0,1,10,2.0,0.0,06/29/2024 12:09 AM,8,2,2
1871992980799203880,1,1,9,1,0,0,1,5,0.0,0.0,06/29/2024 12:09 AM,5,0,0
a3b10a40-a135-11e9-9cda-0a87ae2ba916,1,1,7,1,2,0,0,4,0.0,0.0,06/29/2024 12:09 AM,2,2,0
a3ab9119-a135-11e9-9cda-0a87ae2ba916,1,1,21,1,13,0,4,22,0.0,0.0,06/29/2024 12:09 AM,9,13,0
a3a76cb6-a135-11e9-9cda-0a87ae2ba916,1,1,8,1,3,0,0,6,1.0,0.0,06/29/2024 12:09 AM,3,3,0
94788869-1849-43f6-99e1-2eacbc3fab03,1,1,13,1,0,2,1,2,1.0,0.0,06/29/2024 12:09 AM,2,0,0
a3b2905a-a135-11e9-9cda-0a87ae2ba916,1,1,3,1,0,0,0,8,0.0,0.0,06/29/2024 12:09 AM,8,0,0
a3a80512-a135-11e9-9cda-0a87ae2ba916,1,1,3,1,7,0,0,17,0.0,0.0,06/29/2024 12:09 AM,10,6,0
a3a99d47-a135-11e9-9cda-0a87ae2ba916,1,1,13,1,0,0,2,6,1.0,0.0,06/29/2024 12:09 AM,6,0,1
a3afbe2e-a135-11e9-9cda-0a87ae2ba916,1,1,3,1,2,0,2,10,0.0,0.0,06/29/2024 12:09 AM,8,2,0
a3af2c5f-a135-11e9-9cda-0a87ae2ba916,1,1,9,1,2,0,5,5,0.0,0.0,06/29/2024 12:09 AM,3,2,0
a3b1fa1c-a135-11e9-9cda-0a87ae2ba916,1,1,5,1,4,0,1,5,0.0,0.0,06/29/2024 12:09 AM,1,4,0
a3addda0-a135-11e9-9cda-0a87ae2ba916,1,1,2,1,8,0,0,9,0.0,0.0,06/29/2024 12:09 AM,1,8,0
a3b3634c-a135-11e9-9cda-0a87ae2ba916,1,1,11,1,2,0,0,3,1.0,0.0,06/29/2024 12:09 AM,1,2,1
a3b13836-a135-11e9-9cda-0a87ae2ba916,1,1,6,1,0,0,2,2,0.0,1.0,06/29/2024 12:09 AM,2,0,0
1936552461714393094,1,1,9,1,1,0,2,3,1.0,0.0,06/29/2024 12:09 AM,2,1,0
a3aa8ca0-a135-11e9-9cda-0a87ae2ba916,1,1,3,1,3,0,3,9,0.0,0.0,06/29/2024 12:09 AM,6,3,0
1934288718318207280,1,1,4,1,0,0,0,11,0.0,0.0,06/29/2024 12:09 AM,11,0,0
1934290380966283526,1,1,3,1,0,0,3,9,0.0,0.0,06/29/2024 12:09 AM,9,0,0
a3a41004-a135-11e9-9cda-0a87ae2ba916,1,1,3,1,3,0,0,11,0.0,0.0,06/29/2024 12:09 AM,8,3,0
a3a59ec3-a135-11e9-9cda-0a87ae2ba916,1,1,7,1,0,0,4,0,7.0,0.0,06/29/2024 12:09 AM,0,0,7
a3a547b8-a135-11e9-9cda-0a87ae2ba916,1,1,9,1,2,0,0,5,1.0,0.0,06/29/2024 12:09 AM,3,2,0
a3b2be3a-a135-11e9-9cda-0a87ae2ba916,1,1,3,1,1,0,0,8,0.0,0.0,06/29/2024 12:09 AM,7,1,0
a3a3e67b-a135-11e9-9cda-0a87ae2ba916,1,1,14,1,0,0,1,14,2.0,0.0,06/29/2024 12:09 AM,14,0,2
1929883678185797908,1,1,7,1,0,0,3,2,3.0,0.0,06/29/2024 12:09 AM,2,0,0
a3a75d8a-a135-11e9-9cda-0a87ae2ba916,1,1,12,1,0,0,4,4,0.0,0.0,06/29/2024 12:09 AM,4,0,0
1942118582722085548,1,1,6,1,6,0,1,8,0.0,0.0,06/29/2024 12:09 AM,2,6,0
430d5876-c44d-446e-ac53-065da9fb9c17,1,1,6,1,1,0,3,3,0.0,0.0,06/29/2024 12:09 AM,2,1,0
a3acea44-a135-11e9-9cda-0a87ae2ba916,1,1,3,1,1,0,3,5,0.0,0.0,06/29/2024 12:09 AM,4,1,0
