Capacity,Station Type,Lon,Lat,Short Name,Name
9,lightweight,-87.748223,41.8952,nan,Lamon Ave & Chicago Ave
9,lightweight,-87.690621,41.851644,nan,Rockwell St & Cermak Rd
9,lightweight,-87.725641,41.836708,nan,Komensky Ave & 31st St
9,lightweight,-87.7864806,41.940128,nan,Narragansett Ave & School St
9,lightweight,-87.701329,41.866554,nan,Whipple St & Roosevelt Rd
9,lightweight,-87.708129,41.775144,nan,Homan Ave & 65th St
9,lightweight,-87.7959613,41.934586,nan,Oak Park & Wellington
9,lightweight,-87.7723116,41.9237918,nan,Fullerton & Monitor
6,lightweight,-87.7344142,41.8023156,nan,Kenneth Ave & 50th St
6,lightweight,-87.697852,41.974712,nan,California Ave & Winona St
9,lightweight,-87.7621632,41.953038,nan,Long & Irving Park
6,lightweight,-87.688273,41.95774,nan,Western Ave & Berteau Ave
1,lightweight,-87.7056392,41.7791655,nan,Spaulding Ave & 63rd St
9,lightweight,-87.829258,41.9476665,nan,Panama Ave & Grace St
4,lightweight,-87.5365497,41.6881169,nan,Avenue L & 114th St
9,lightweight,-87.7669331,41.942258,nan,Central Ave & Roscoe St
9,lightweight,-87.7554551,41.8986607,nan,Augusta Blvd & Laramie Ave
9,lightweight,-87.722564,41.784186,nan,Pulaski Rd & 60th St
9,lightweight,-87.70401,41.84265,nan,Troy Ave & 27th St
9,lightweight,-87.70055,41.924691,nan,Milwaukee Ave & Fullerton Ave
9,lightweight,-87.7853829,41.952614,nan,Narragansett & Irving Park
6,lightweight,-87.620843,41.679804,nan,S Michigan Ave & E 118th St
9,lightweight,-87.6973314,41.7865155,nan,Richmond St & 59th St
6,lightweight,-87.7040052,41.8113904,nan,Kedzie Ave & 45th St
9,lightweight,-87.693683,41.8711028,nan,Washtenaw Ave & Polk St
9,lightweight,-87.704448,41.954189,nan,Whipple/Irving Park
9,lightweight,-87.7671806,41.9169054,nan,Parkside Ave & Armitage Ave
9,lightweight,-87.70167,41.886528,nan,Sacramento Blvd & Fulton Ave
9,lightweight,-87.7489007,41.802209,nan,Lawler Ave & 50th St
9,lightweight,-87.8071434,41.9532568,nan,Harlem & Irving Park
9,lightweight,-87.761663,41.9383071,nan,Long Ave & Belmont Ave
9,lightweight,-87.833283,41.952037,nan,Plainfield & Irving Park
9,lightweight,-87.7971406,41.9092204,nan,North Ave & New England Ave
9,lightweight,-87.8010646,41.9310084,nan,Sayre & Diversey
9,lightweight,-87.744082,41.930736,nan,Kilpatrick Ave & Parker Ave
9,lightweight,-87.8118989,41.9449659,nan,Oketo Ave & Addison St
9,lightweight,-87.739024,41.922352,nan,Kilbourn & Belden
9,lightweight,-87.6778387,41.8320245,nan,Hoyne Ave & 34th St
9,lightweight,-87.73215,41.851414,nan,Kildare & Cermak
9,lightweight,-87.7321534,41.8442315,nan,Kildare Ave & 26th St
6,lightweight,-87.644042,41.935581,nan,W Oakdale Ave & N Broadway
9,lightweight,-87.7313639,41.860777,nan,Tripp Ave & 15th St
9,lightweight,-87.724189,41.793279,nan,Komensky Ave & 55th St
12,lightweight,-87.6773211,41.9122813,nan,Damen Ave & Wabansia Ave
9,lightweight,-87.7164901,41.8989108,nan,Central Park & Augusta Blvd
9,lightweight,-87.707963,41.85892,nan,Spaulding Ave & 16th St
9,lightweight,-87.695562,41.859228,nan,California & 16th St
9,lightweight,-87.7852027,41.927294,nan,Narragansett & Wrightwood
9,lightweight,-87.702749,41.972177,nan,N Shore Channel Trail & Argyle St
9,lightweight,-87.703233,41.789944,nan,Kedzie Ave & 57th St
9,lightweight,-87.6932272,41.813617,nan,Fairfield Ave & 44th St
9,lightweight,-87.730598,41.793357,nan,Kildare Ave & 55th St
9,lightweight,-87.697075,41.99066,nan,Washtenaw Ave & Peterson Ave
9,lightweight,-87.806938,41.9488531,nan,Harlem Ave & Grace St
9,lightweight,-87.7686995,41.9125923,nan,Major Ave & Bloomingdale Ave
9,lightweight,-87.689685,41.823324,nan,Rockwell St & Archer Ave
9,lightweight,-87.8020357,41.922278,nan,Nordica & Medill
9,lightweight,-87.7548602,41.9058405,nan,Leamington Ave & Hirsch St
9,lightweight,-87.700901,41.9610471,nan,Francisco Ave & Montrose Ave
9,lightweight,-87.7048924,41.9812456,nan,Virginia Ave & Catalpa Ave
6,lightweight,-87.7469526,41.94973,nan,Cicero Ave & Grace St
9,lightweight,-87.692972,41.938689,nan,Rockwell St & Fletcher St
8,lightweight,-87.7013952,41.7037764,nan,Kedzie Ave & 104th St
9,lightweight,-87.7844017,41.9347409,nan,Mulligan Ave & Wellington Ave
12,lightweight,-87.7168955,41.8389124,nan,Lawndale Ave & 30th St
6,lightweight,-87.671469,41.943838,nan,N Paulina St & Lincoln Ave
9,lightweight,-87.7704807,41.902269,nan,Menard Ave & Division St
9,lightweight,-87.7232647,41.8444715,nan,Harding Ave & 26th St
6,lightweight,-87.6537676,41.9362263,nan,N Sheffield Ave & W Wellington Ave
9,lightweight,-87.6945422,41.8282301,nan,California Ave & 36th St
9,lightweight,-87.696619,41.8084245,nan,Francisco Ave & 47th St
9,lightweight,-87.7478312,41.80934,nan,Lavergne Ave & 46th St
9,lightweight,-87.71137,41.794422,nan,St Louis Ave & Norman Bobbins Ave
9,lightweight,-87.67559,41.834108,nan,Damen Ave & 33rd St
6,lightweight,-87.6974,41.877507,nan,Mozart St & Jackson Blvd
9,lightweight,-87.7725029,41.9383682,nan,Mason Ave & Belmont Ave
4,lightweight,-87.631282,41.902901,nan,N Clark St & W Elm St
6,lightweight,-87.531067,41.738246,nan,Steelworkers Park
9,lightweight,-87.689497,41.899578,nan,Campbell Ave & Augusta Blvd
9,lightweight,-87.7157109,41.862355,nan,Central Park Ave & Douglas Blvd
9,lightweight,-87.700259,41.870959,nan,Sacramento Blvd & Polk St
9,lightweight,-87.7661217,41.9301785,nan,Central Ave & Parker Ave
9,lightweight,-87.732463,41.778747,nan,Kostner Ave & 63rd St
9,lightweight,-87.8057657,41.9120739,nan,Bloomingdale Ave & Harlem Ave
12,lightweight,-87.685807,41.7940135,nan,Artesian Ave & 55th St
8,lightweight,-87.663975,41.944019,nan,N Southport Ave & W Newport Ave
9,lightweight,-87.7163879,41.8918718,nan,Central Park Ave & Ohio St
9,lightweight,-87.688234,41.95039,nan,Western Ave & Grace St
10,lightweight,-87.602938,41.705588,nan,Maryland Ave & 104th St
9,lightweight,-87.699368,41.913959,nan,Francisco Ave & Bloomingdale Ave
9,lightweight,-87.750869,41.902513,nan,Lavergne Ave & Division St
9,lightweight,-87.701051,41.941499,nan,Elston Ave & Henderson St
9,lightweight,-87.705263,41.939638,nan,Albany Ave & Belmont Ave
9,lightweight,-87.701593,41.984746,nan,Francisco Ave & Hollywood Ave
9,lightweight,-87.7492834,41.9390108,nan,Lamon Ave & Belmont Ave
